stop_id,stop_name,stop_lat,stop_lon,category,route_id,isOKU,status,search,isConnecting,isLoop
GOKL0315,National Mosque,3.1420,101.6917,GOKL,GOKL03,true,valid,GOKL National Mosque,false,false
GOKL0316,DBKL Tower,3.1529,101.6943,GOKL,GOKL03,true,valid,GOKL DBKL Tower,false,false
GOKL0317,Medan MARA,3.1591,101.6953,GOKL,GOKL03,true,valid,GOKL Medan MARA,true,false
GOKL0318,Wisma Sime Darby,3.1620,101.6946,GOKL,GOKL03,true,valid,GOKL Wisma Sime Darby,true,false
GOKL0319,Tiong Nam,3.1641,101.6938,GOKL,GOKL03,true,valid,GOKL Tiong Nam,true,false
GOKL0320,Chow Kit (Jalan Ipoh),3.1674,101.6934,GOKL,GOKL03,true,valid,GOKL Chow Kit (Jalan Ipoh),true,false
GOKL0321,Grand Season Hotel,3.1699,101.6973,GOKL,GOKL03,true,valid,GOKL Grand Season Hotel,true,false
GOKL0322,Hospital Kuala Lumpur (West),3.1718,101.6994,GOKL,GOKL03,true,valid,GOKL Hospital Kuala Lumpur (West),true,true
GOKL0401,Titiwangsa Hub,3.1737,101.6952,GOKL,GOKL04,true,valid,GOKL Titiwangsa Hub,true,false
GOKL0402,Hospital Kuala Lumpur (North),3.1729,101.7025,GOKL,GOKL04,true,valid,GOKL Hospital Kuala Lumpur (North),true,false
GOKL0403,Medical Research Institute,3.1706,101.7031,GOKL,GOKL04,true,valid,GOKL Medical Research Institute,false,false
GOKL0404,Jamek Mosque Kg. Bharu,3.1615,101.7068,GOKL,GOKL04,true,valid,GOKL Jamek Mosque Kg. Bharu,false,false
GOKL0405,Sekolah Khas Kg. Bharu,3.1633,101.7056,GOKL,GOKL04,true,valid,GOKL Sekolah Khas Kg. Bharu,false,false
GOKL0406,DBKL Tower 3,3.1576,101.6997,GOKL,GOKL04,true,valid,GOKL DBKL Tower 3,false,false
GOKL0407,Hotel Concorde,3.1554,101.7039,GOKL,GOKL04,true,valid,GOKL Hotel Concorde,true,false
GOKL0408,Life Centre,3.1534,101.7073,GOKL,GOKL04,true,valid,GOKL Life Centre,true,false
GOKL0409,Wisma Cosway,3.1507,101.7121,GOKL,GOKL04,true,valid,GOKL Wisma Cosway,true,false
GOKL0410,Pavilion,3.1488,101.7133,GOKL,GOKL04,true,valid,GOKL Pavilion,true,false
GOKL0411,Bukit Bintang,3.1471,101.7105,GOKL,GOKL04,true,valid,GOKL Bukit Bintang,true,false
GOKL0412,Wisma Boustead,3.1503,101.7058,GOKL,GOKL04,true,valid,GOKL Wisma Boustead,true,false
GOKL0413,Hap Seng Tower,3.1528,101.7053,GOKL,GOKL04,true,valid,GOKL Hap Seng Tower,false,false
GOKL0414,Bukit Nanas Monorail Station,3.1544,101.7052,GOKL,GOKL04,true,valid,GOKL Bukit Nanas Monorail Station,false,false
GOKL0415,Dang Wangi LRT Station,3.1565,101.7024,GOKL,GOKL04,true,valid,GOKL Dang Wangi LRT Station,false,false
GOKL0416,Munshi Abdullah,3.1554,101.6991,GOKL,GOKL04,true,valid,GOKL Munshi Abdullah,false,false
GOKL0417,SOGO,3.1553,101.6957,GOKL,GOKL04,true,valid,GOKL SOGO,false,false
GOKL0418,Medan MARA,3.1591,101.6953,GOKL,GOKL04,true,valid,GOKL Medan MARA,true,false
GOKL0419,Wisma Sime Darby,3.1620,101.6946,GOKL,GOKL04,true,valid,GOKL Wisma Sime Darby,true,false
GOKL0420,Tiong Nam,3.1641,101.6938,GOKL,GOKL04,true,valid,GOKL Tiong Nam,true,false
GOKL0421,Chow Kit (Jalan Ipoh),3.1674,101.6934,GOKL,GOKL04,true,valid,GOKL Chow Kit (Jalan Ipoh),true,false
GOKL0422,Grand Season Hotel,3.1699,101.6973,GOKL,GOKL04,true,valid,GOKL Grand Season Hotel,true,false
GOKL0423,Hospital Kuala Lumpur (West),3.1718,101.6994,GOKL,GOKL04,true,valid,GOKL Hospital Kuala Lumpur (West),true,true
GOKL0501,Titiwangsa Hub,3.1737,101.6952,GOKL,GOKL05,true,valid,GOKL Titiwangsa Hub,true,false
GOKL0502,Istana Budaya,3.1724,101.7025,GOKL,GOKL05,true,valid,GOKL Istana Budaya,false,false
GOKL0503,National Blood Centre,3.1725,101.7071,GOKL,GOKL05,true,valid,GOKL National Blood Centre,false,false
GOKL0504,KL Clinic,3.1726,101.7109,GOKL,GOKL05,true,valid,GOKL KL Clinic,false,false
GOKL0505,Hospital Pusrawi,3.1718,101.7058,GOKL,GOKL05,true,valid,GOKL Hospital Pusrawi,false,false
GOKL0506,SK Jln. Gurney (opp),3.1695,101.7139,GOKL,GOKL05,true,valid,GOKL SK Jln. Gurney (opp),false,false
GOKL0507,Telekom Training Centre,3.1715,101.7155,GOKL,GOKL05,true,valid,GOKL Telekom Training Centre,false,false
GOKL0508,PULAPOL,3.1729,101.7197,GOKL,GOKL05,true,valid,GOKL PULAPOL,false,false
GOKL0509,APM,3.1714,101.7215,GOKL,GOKL05,true,valid,GOKL APM,false,false
GOKL0510,MINDEF,3.1691,101.7225,GOKL,GOKL05,true,valid,GOKL MINDEF,false,false
GOKL0511,Army Logistics Headquarters,3.1654,101.7221,GOKL,GOKL05,true,valid,GOKL Army Logistics Headquarters,false,false
GOKL0512,Gurney Heights,3.1645,101.7245,GOKL,GOKL05,true,valid,GOKL Gurney Heights,false,false
GOKL0513,Chymes,3.1663,101.7289,GOKL,GOKL05,true,valid,GOKL Chymes,false,false
GOKL0514,Pangsa Murni,3.1668,101.7275,GOKL,GOKL05,true,valid,GOKL Pangsa Murni,false,false
GOKL0515,UNIKL,3.1642,101.7214,GOKL,GOKL05,true,valid,GOKL UNIKL,false,false
GOKL0516,FELDA,3.1614,101.7185,GOKL,GOKL05,true,valid,GOKL FELDA,false,false
GOKL0517,JUPEM,3.1652,101.7182,GOKL,GOKL05,true,valid,GOKL JUPEM,true,false
GOKL0518,SK Jln. Gurney,3.1685,101.7137,GOKL,GOKL05,true,valid,GOKL SK Jln. Gurney,false,false
GOKL0519,Yayasan Selangor,3.1668,101.7142,GOKL,GOKL05,true,valid,GOKL Yayasan Selangor,false,false
GOKL0520,SK Jalan Raja Muda,3.1658,101.7119,GOKL,GOKL05,true,valid,GOKL SK Jalan Raja Muda,false,false
GOKL0521,Kampong Bharu,3.1651,101.7081,GOKL,GOKL05,true,valid,GOKL Kampong Bharu,false,false
GOKL0522,Hotel Putra Muda,3.1664,101.7018,GOKL,GOKL05,true,valid,GOKL Hotel Putra Muda,false,false
GOKL0523,Hospital Kuala Lumpur (South),3.1705,101.7013,GOKL,GOKL05,true,valid,GOKL Hospital Kuala Lumpur (South),true,false
GOKL0524,Hospital Kuala Lumpur (opp),3.1725,101.7005,GOKL,GOKL05,true,valid,GOKL Hospital Kuala Lumpur (opp),true,true
GOKL0601,PPR Pantai Ria,3.1026,101.6669,GOKL,GOKL06,true,valid,GOKL PPR Pantai Ria,false,false
GOKL0602,PPR Seri Pantai,3.1051,101.6661,GOKL,GOKL06,true,valid,GOKL PPR Seri Pantai,false,false
GOKL0603,Taman Bukit Angkasa (East),3.1075,101.6665,GOKL,GOKL06,true,valid,GOKL Taman Bukit Angkasa (East),false,false
GOKL0604,Kerinchi Community Clinic,3.1118,101.6665,GOKL,GOKL06,true,valid,GOKL Kerinchi Community Clinic,false,false
GOKL0605,Bangsar South,3.1105,101.6645,GOKL,GOKL06,true,valid,GOKL Bangsar South,false,false
GOKL0606,Nexus Bangsar South,3.1114,101.6644,GOKL,GOKL06,true,valid,GOKL Nexus Bangsar South,false,false
GOKL0607,LRT Station University,3.1147,101.6621,GOKL,GOKL06,true,valid,GOKL LRT Station University,false,false
GOKL0608,Ar Rahman Mosque UM,3.1197,101.6631,GOKL,GOKL06,true,valid,GOKL Ar Rahman Mosque UM,false,false
GOKL0609,KL Hockey Stadium,3.1192,101.6695,GOKL,GOKL06,true,valid,GOKL KL Hockey Stadium,false,false
GOKL0610,IPD Pantai,3.1171,101.6748,GOKL,GOKL06,true,valid,GOKL IPD Pantai,false,false
GOKL0611,SK Bangsar (opp),3.1158,101.6751,GOKL,GOKL06,true,valid,GOKL SK Bangsar (opp),false,false
GOKL0612,KTM Angkasapuri,3.1132,101.6745,GOKL,GOKL06,true,valid,GOKL KTM Angkasapuri,false,false
GOKL0613,PPR Seri Cempaka,3.1075,101.6678,GOKL,GOKL06,true,valid,GOKL PPR Seri Cempaka,false,true
GOKL0701,LRT Station Dato Keramat,3.1648,101.7314,GOKL,GOKL07,true,valid,GOKL LRT Station Dato Keramat,false,false
GOKL0702,JUPEM Quarters,3.1685,101.7271,GOKL,GOKL07,true,valid,GOKL JUPEM Quarters,false,false
GOKL0703,Taman Tasik Datuk Keramat,3.1715,101.7315,GOKL,GOKL07,true,valid,GOKL Taman Tasik Datuk Keramat,false,false
GOKL0704,Kampung Warisan,3.1748,101.7345,GOKL,GOKL07,true,valid,GOKL Kampung Warisan,false,false
GOKL0705,SK Setiawangsa,3.1776,101.7391,GOKL,GOKL07,true,valid,GOKL SK Setiawangsa,false,false
GOKL0706,Mahsuri Apartments,3.1788,101.7405,GOKL,GOKL07,true,valid,GOKL Mahsuri Apartments,false,false
GOKL0707,Sri Ayu Apartments,3.1815,101.7431,GOKL,GOKL07,true,valid,GOKL Sri Ayu Apartments,false,false
GOKL0708,Kelumpuk Kemunting,3.1842,101.7468,GOKL,GOKL07,true,valid,GOKL Kelumpuk Kemunting,false,false
GOKL0709,As-Syakirin Mosque,3.1865,101.7481,GOKL,GOKL07,true,valid,GOKL As-Syakirin Mosque,false,false
GOKL0710,Kelumpuk Bambu,3.1852,101.7514,GOKL,GOKL07,true,valid,GOKL Kelumpuk Bambu,false,false
GOKL0711,Kelumpuk Cempaka,3.1831,101.7511,GOKL,GOKL07,true,valid,GOKL Kelumpuk Cempaka,false,false
GOKL0712,Kelumpuk Bunga Raya,3.1818,101.7538,GOKL,GOKL07,true,valid,GOKL Kelumpuk Bunga Raya,false,false
GOKL0713,Kelumpuk Dahlia,3.1802,101.7521,GOKL,GOKL07,true,valid,GOKL Kelumpuk Dahlia,false,false
GOKL0714,Kelumpuk Cemperling,3.1785,101.7525,GOKL,GOKL07,true,valid,GOKL Kelumpuk Cemperling,false,false
GOKL0715,AEON AU2,3.1758,101.7508,GOKL,GOKL07,true,valid,GOKL AEON AU2,false,false
GOKL0716,Pangsapuri ATM,3.1765,101.7462,GOKL,GOKL07,true,valid,GOKL Pangsapuri ATM,false,false
GOKL0717,Setiawangsa Trade Centre,3.1771,101.7435,GOKL,GOKL07,true,valid,GOKL Setiawangsa Trade Centre,false,false
GOKL0718,Muadz bin Jabal Mosque (opp),3.1768,101.7412,GOKL,GOKL07,true,valid,GOKL Muadz bin Jabal Mosque (opp),false,false
GOKL0719,LRT Station Setiawangsa,3.1757,101.7451,GOKL,GOKL07,true,valid,GOKL LRT Station Setiawangsa,false,true
GOKL0801,MRT KTM Station Kampung Batu,3.2045,101.6775,GOKL,GOKL08,true,valid,GOKL MRT KTM Station Kampung Batu,true,false
GOKL0802,SMK Tiara Permai,3.2078,101.6812,GOKL,GOKL08,true,valid,GOKL SMK Tiara Permai,false,false
GOKL0803,PPR Pekan Batu,3.2105,101.6821,GOKL,GOKL08,true,valid,GOKL PPR Pekan Batu,false,false
GOKL0804,PPR Kg Batu Muda (opp),3.2118,101.6855,GOKL,GOKL08,true,valid,GOKL PPR Kg Batu Muda (opp),false,false
GOKL0805,Taman Batu Muda Health Clinic,3.2132,101.6891,GOKL,GOKL08,true,valid,GOKL Taman Batu Muda Health Clinic,false,false
GOKL0806,SMK Batu Muda,3.2115,101.6912,GOKL,GOKL08,true,valid,GOKL SMK Batu Muda,false,false
GOKL0807,Maxim Citylights,3.2023,101.6897,GOKL,GOKL08,true,valid,GOKL Maxim Citylights,false,false
GOKL0808,One Maxim,3.2005,101.6908,GOKL,GOKL08,true,valid,GOKL One Maxim,false,false
GOKL0809,SJKC Peng Ming,3.1932,101.6945,GOKL,GOKL08,true,valid,GOKL SJKC Peng Ming,false,false
GOKL0810,Simpang Dato Senu,3.1908,101.6931,GOKL,GOKL08,true,valid,GOKL Simpang Dato Senu,false,false
GOKL0811,Al-Hidayah Mosque,3.1878,101.6925,GOKL,GOKL08,true,valid,GOKL Al-Hidayah Mosque,false,false
GOKL0812,Pangsapuri Sentul Utara,3.1888,101.6911,GOKL,GOKL08,true,valid,GOKL Pangsapuri Sentul Utara,false,false
GOKL0813,Sentul Market (opp),3.1865,101.6918,GOKL,GOKL08,true,valid,GOKL Sentul Market (opp),false,false
GOKL0814,Sentul Boulevard (North),3.1866,101.6924,GOKL,GOKL08,true,valid,GOKL Sentul Boulevard (North),false,false
GOKL0815,SK Convent Sentul 1,3.1845,101.6928,GOKL,GOKL08,true,valid,GOKL SK Convent Sentul 1,false,false
GOKL0816,Fennel,3.1825,101.6935,GOKL,GOKL08,true,valid,GOKL Fennel,false,false
GOKL0817,D6 Sentul,3.1805,101.6942,GOKL,GOKL08,true,valid,GOKL D6 Sentul,false,false
GOKL0818,SJKC Sentul,3.1795,101.6948,GOKL,GOKL08,true,valid,GOKL SJKC Sentul,false,false
GOKL0819,LRT Station Sentul,3.1788,101.6955,GOKL,GOKL08,true,valid,GOKL LRT Station Sentul,false,false
GOKL0820,Orkid Tower UTC Sentul,3.1768,101.6961,GOKL,GOKL08,true,valid,GOKL Orkid Tower UTC Sentul,false,false
GOKL0821,Amru Ibni Al-as Mosque,3.1742,101.6965,GOKL,GOKL08,true,valid,GOKL Amru Ibni Al-as Mosque,false,false
GOKL0822,MAKPEM,3.1725,101.6968,GOKL,GOKL08,true,valid,GOKL MAKPEM,false,false
GOKL0823,PPR Seri Terengganu,3.1712,101.6965,GOKL,GOKL08,true,valid,GOKL PPR Seri Terengganu,false,false
GOKL0824,IPD Sentul (opp),3.1701,101.6961,GOKL,GOKL08,true,valid,GOKL IPD Sentul (opp),false,false
GOKL0825,PERKIM (opp),3.1678,101.6955,GOKL,GOKL08,true,valid,GOKL PERKIM (opp),true,false
GOKL0826,Hospital Damai,3.1678,101.6963,GOKL,GOKL08,true,valid,GOKL Hospital Damai,true,false
GOKL0827,Shell Sultan Azlan Shah,3.1685,101.6945,GOKL,GOKL08,true,valid,GOKL Shell Sultan Azlan Shah,false,false
GOKL0828,Monorail Station Chow Kit,3.1666,101.6983,GOKL,GOKL08,true,valid,GOKL Monorail Station Chow Kit,true,false
GOKL0829,Chow Kit Market,3.1643,101.6989,GOKL,GOKL08,true,valid,GOKL Chow Kit Market,true,false
GOKL0830,Tiong Nam,3.1641,101.6938,GOKL,GOKL08,true,valid,GOKL Tiong Nam,true,false
GOKL0831,Chow Kit (North),3.1675,101.6985,GOKL,GOKL08,true,valid,GOKL Chow Kit (North),true,false
GOKL0832,Hospital Damai (opp),3.1681,101.6961,GOKL,GOKL08,true,valid,GOKL Hospital Damai (opp),true,false
GOKL0833,PERKIM PUSRAWI,3.1685,101.6960,GOKL,GOKL08,true,valid,GOKL PERKIM PUSRAWI,true,false
GOKL0834,Dynasty Hotel,3.1695,101.6955,GOKL,GOKL08,true,valid,GOKL Dynasty Hotel,false,false
GOKL0835,IPD Sentul,3.1705,101.6965,GOKL,GOKL08,true,valid,GOKL IPD Sentul,false,false
GOKL0836,PPR Seri Terengganu (opp),3.1715,101.6968,GOKL,GOKL08,true,valid,GOKL PPR Seri Terengganu (opp),false,false
GOKL0837,Wisma Health Lane,3.1755,101.6961,GOKL,GOKL08,true,valid,GOKL Wisma Health Lane,false,false
GOKL0838,D7 Sentul,3.1812,101.6938,GOKL,GOKL08,true,valid,GOKL D7 Sentul,false,false
GOKL0839,Sentul Boulevard (West),3.1864,101.6918,GOKL,GOKL08,true,valid,GOKL Sentul Boulevard (West),false,false
GOKL0840,SMK Convent Sentul,3.1852,101.6915,GOKL,GOKL08,true,valid,GOKL SMK Convent Sentul,false,false
GOKL0841,Pasar Sentul,3.1875,101.6905,GOKL,GOKL08,true,valid,GOKL Pasar Sentul,false,false
GOKL0842,SK Sentul 2,3.1885,101.6901,GOKL,GOKL08,true,valid,GOKL SK Sentul 2,false,false
GOKL0843,Sentul Pasar Dalam,3.1895,101.6895,GOKL,GOKL08,true,valid,GOKL Sentul Pasar Dalam,false,false
GOKL0844,Sentul Village,3.1952,101.6932,GOKL,GOKL08,true,valid,GOKL Sentul Village,false,false
GOKL0845,Darul Hidayah,3.1975,101.6925,GOKL,GOKL08,true,valid,GOKL Darul Hidayah,false,false
GOKL0846,Genius Kurnia,3.2085,101.6865,GOKL,GOKL08,true,valid,GOKL Genius Kurnia,false,false
GOKL0847,KEMAS,3.2112,101.6852,GOKL,GOKL08,true,valid,GOKL KEMAS,false,false
GOKL0848,Taman Batu Muda Health Clinic (opp),3.2135,101.6888,GOKL,GOKL08,true,valid,GOKL Taman Batu Muda Health Clinic (opp),false,false
GOKL0849,PPR Kampung Batu Muda,3.2125,101.6851,GOKL,GOKL08,true,valid,GOKL PPR Kampung Batu Muda,false,true
GOKL0901,LRT Station Sri Rampai,3.1973,101.7371,GOKL,GOKL09,true,valid,GOKL LRT Station Sri Rampai,false,false
GOKL0902,Wangsa Walk (opp),3.1991,101.7418,GOKL,GOKL09,true,valid,GOKL Wangsa Walk (opp),false,false
GOKL0903,KL187 Flat Wangsa Maju Sec 4 (West),3.2015,101.7455,GOKL,GOKL09,true,valid,GOKL KL187 Flat Wangsa Maju Sec 4 (West),false,false
GOKL0904,KL188 SK Wangsa Maju Sec 4 (West),3.2031,101.7468,GOKL,GOKL09,true,valid,GOKL KL188 SK Wangsa Maju Sec 4 (West),false,false
GOKL0905,KL189 SK Wangsa Maju Sec 4 (East),3.2028,101.7485,GOKL,GOKL09,true,valid,GOKL KL189 SK Wangsa Maju Sec 4 (East),false,false
GOKL0906,KL190 Flat Wangsa Maju Sec 4 (East),3.2012,101.7501,GOKL,GOKL09,true,valid,GOKL KL190 Flat Wangsa Maju Sec 4 (East),false,false
GOKL0907,KL191 Flat Wangsa Maju Sec 4 (South),3.1985,101.7512,GOKL,GOKL09,true,valid,GOKL KL191 Flat Wangsa Maju Sec 4 (South),false,false
GOKL0908,KL747 Wangsa Walk Mall (East),3.1982,101.7435,GOKL,GOKL09,true,valid,GOKL KL747 Wangsa Walk Mall (East),false,false
GOKL0909,KL819 AEON BIG Wangsa Maju,3.1995,101.7462,GOKL,GOKL09,true,valid,GOKL KL819 AEON BIG Wangsa Maju,false,false
GOKL0910,KL821 AEON BIG Wangsa Maju (opp),3.1998,101.7465,GOKL,GOKL09,true,valid,GOKL KL821 AEON BIG Wangsa Maju (opp),false,false
GOKL0911,Wangsa Walk,3.1988,101.7425,GOKL,GOKL09,true,valid,GOKL Wangsa Walk,false,false
GOKL0912,Wangsa Mas Residency,3.2025,101.7388,GOKL,GOKL09,true,valid,GOKL Wangsa Mas Residency,false,false
GOKL0913,Infiniti 3,3.2012,101.7355,GOKL,GOKL09,true,valid,GOKL Infiniti 3,false,false
GOKL0914,Fera Residence,3.1985,101.7345,GOKL,GOKL09,true,valid,GOKL Fera Residence,false,false
GOKL0915,KL725 Rampai Court (South),3.1945,101.7312,GOKL,GOKL09,true,valid,GOKL KL725 Rampai Court (South),false,false
GOKL0916,KL726 Taman Megah Setapak,3.1925,101.7305,GOKL,GOKL09,true,valid,GOKL KL726 Taman Megah Setapak,false,false
GOKL0917,Abu Ubaidah Al-Jarrah Mosque,3.1905,101.7295,GOKL,GOKL09,true,valid,GOKL Abu Ubaidah Al-Jarrah Mosque,false,false
GOKL0918,KL713 Taman Setapak Jaya (North),3.1912,101.7285,GOKL,GOKL09,true,valid,GOKL KL713 Taman Setapak Jaya (North),false,false
GOKL0919,PPR Desa Rejang (opp),3.1918,101.7238,GOKL,GOKL09,true,valid,GOKL PPR Desa Rejang (opp),false,false
GOKL0920,SMK Taman Sri Rampai,3.1965,101.7215,GOKL,GOKL09,true,valid,GOKL SMK Taman Sri Rampai,false,false
GOKL0921,ITBM,3.1978,101.7225,GOKL,GOKL09,true,valid,GOKL ITBM,false,false
GOKL0922,Medan Selera Sec 10,3.1995,101.7245,GOKL,GOKL09,true,valid,GOKL Medan Selera Sec 10,false,false
GOKL0923,KL723 Darul Huda Mosque,3.1985,101.7265,GOKL,GOKL09,true,valid,GOKL KL723 Darul Huda Mosque,false,false
GOKL0924,Season Garden,3.1965,101.7258,GOKL,GOKL09,true,valid,GOKL Season Garden,false,false
GOKL0925,KL724 ITBM (opp),3.1975,101.7222,GOKL,GOKL09,true,valid,GOKL KL724 ITBM (opp),false,false
GOKL0926,KL715 Wisma FELCRA,3.1982,101.7285,GOKL,GOKL09,true,valid,GOKL KL715 Wisma FELCRA,false,false
GOKL0927,PPR Desa Rajang,3.1915,101.7241,GOKL,GOKL09,true,valid,GOKL PPR Desa Rajang,false,false
GOKL0928,Abu Ubaidah Al-Jarrah Mosque (opp),3.1908,101.7298,GOKL,GOKL09,true,valid,GOKL Abu Ubaidah Al-Jarrah Mosque (opp),false,false
GOKL0929,Medan Selera D-Rejang,3.1905,101.7255,GOKL,GOKL09,true,valid,GOKL Medan Selera D-Rejang,false,false
GOKL0930,Wisma Rampai,3.1942,101.7325,GOKL,GOKL09,true,valid,GOKL Wisma Rampai,false,false
GOKL0931,KL745 Rampai Court (opp),3.1948,101.7315,GOKL,GOKL09,true,valid,GOKL KL745 Rampai Court (opp),false,false
GOKL0932,Sunway Avila,3.1962,101.7342,GOKL,GOKL09,true,valid,GOKL Sunway Avila,false,false
GOKL0933,Villa Wangsamas,3.1985,101.7365,GOKL,GOKL09,true,valid,GOKL Villa Wangsamas,false,true
GOKL1001,Maluri Terminal,3.1275,101.7288,GOKL,GOKL10,true,valid,GOKL Maluri Terminal,true,false
GOKL1002,Sri Sabah Flat,3.1245,101.7275,GOKL,GOKL10,true,valid,GOKL Sri Sabah Flat,false,false
GOKL1003,Sri Pulau Pinang Flat Block 13,3.1225,101.7255,GOKL,GOKL10,true,valid,GOKL Sri Pulau Pinang Flat Block 13,false,false
GOKL1004,Indah Mas Apartments,3.1212,101.7235,GOKL,GOKL10,true,valid,GOKL Indah Mas Apartments,false,false
GOKL1005,Sri Pulau Pinang Flat Block 1,3.1195,101.7215,GOKL,GOKL10,true,valid,GOKL Sri Pulau Pinang Flat Block 1,false,false
GOKL1006,Azzubair Ibnul Awwam Mosque (opp),3.1182,101.7195,GOKL,GOKL10,true,valid,GOKL Azzubair Ibnul Awwam Mosque (opp),false,false
GOKL1007,Cheras Grand Market,3.1185,101.7198,GOKL,GOKL10,true,valid,GOKL Cheras Grand Market,false,false
GOKL1008,PA Sri Melaka (East),3.1155,101.7175,GOKL,GOKL10,true,valid,GOKL PA Sri Melaka (East),false,false
